ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
56,Palermo,Campionati Internazionali Di Sicilia,27/09/05,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Mayer F.,20,77,1275,484,6,3,6,3,,,,,,,2,0,Completed,1.28,3.25,1.33,3.2,1.35,3.1,1.3,2.9,1.457,2.99
56,Palermo,Campionati Internazionali Di Sicilia,27/09/05,International,Outdoor,Clay,1st Round,3,Aldi F.,Ferrer D.,158,13,261,1490,6,2,6,2,,,,,,,2,0,Completed,7.5,1.06,6.5,1.1,5.84,1.11,5,1.1,9.25,1.098
56,Palermo,Campionati Internazionali Di Sicilia,27/09/05,International,Outdoor,Clay,1st Round,3,Seppi A.,Berdych T.,76,37,485,890,4,6,6,4,6,4,,,,,2,1,Completed,2.5,1.5,2.45,1.52,2.45,1.5,2.1,1.55,2.71,1.552
56,Palermo,Campionati Internazionali Di Sicilia,28/09/05,International,Outdoor,Clay,1st Round,3,Volandri F.,Massu N.,44,47,836,780,6,3,6,0,,,,,,,2,0,Completed,1.57,2.25,1.53,2.45,1.6,2.3,1.6,2,1.629,2.49
56,Palermo,Campionati Internazionali Di Sicilia,28/09/05,International,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Hernandez O.,20,73,1275,495,6,3,6,4,,,,,,,2,0,Completed,1.05,8,1.06,8.25,1.04,9.25,1.05,6,1.085,10.75
56,Palermo,Campionati Internazionali Di Sicilia,28/09/05,International,Outdoor,Clay,2nd Round,3,Martin A.,Elsner D.,61,339,635,94,6,4,6,2,,,,,,,2,0,Completed,1.25,3.75,1.25,3.85,1.26,3.59,1.25,3.2,1.275,4.34
56,Palermo,Campionati Internazionali Di Sicilia,28/09/05,International,Outdoor,Clay,2nd Round,3,Andreev I.,Aldi F.,52,158,739,261,2,6,6,0,6,3,,,,,2,1,Completed,1.16,4.5,1.22,4.1,1.2,4.25,1.2,3.6,1.26,4.5
56,Palermo,Campionati Internazionali Di Sicilia,28/09/05,International,Outdoor,Clay,2nd Round,3,Behrend T.,Verdasco F.,84,38,466,885,6,4,2,6,6,1,,,,,2,1,Completed,4.5,1.16,4.1,1.22,4.25,1.2,3.6,1.2,5.21,1.217
56,Palermo,Campionati Internazionali Di Sicilia,29/09/05,International,Outdoor,Clay,2nd Round,3,Robredo T.,Montanes A.,17,69,1350,513,7,5,6,2,,,,,,,2,0,Completed,1.19,4.33,1.2,4.4,1.25,3.67,1.25,3.2,1.241,4.75
56,Palermo,Campionati Internazionali Di Sicilia,29/09/05,International,Outdoor,Clay,2nd Round,3,Seppi A.,Sabau R.,76,74,485,493,6,7,6,3,7,5,,,,,2,1,Completed,1.28,3.5,1.31,3.3,1.35,3.1,1.35,2.7,1.324,3.79
56,Palermo,Campionati Internazionali Di Sicilia,29/09/05,International,Outdoor,Clay,2nd Round,3,Volandri F.,Rochus C.,44,55,836,704,6,0,6,0,,,,,,,2,0,Completed,1.25,3.75,1.22,4.1,1.25,3.9,1.25,3.2,1.26,4.55
56,Palermo,Campionati Internazionali Di Sicilia,29/09/05,International,Outdoor,Clay,2nd Round,3,Sanguinetti D.,Chela J.I.,46,50,784,755,6,3,6,4,,,,,,,2,0,Completed,2.62,1.44,2.7,1.45,2.85,1.4,2.7,1.35,2.85,1.488
56,Palermo,Campionati Internazionali Di Sicilia,30/09/05,International,Outdoor,Clay,Quarterfinals,3,Andreev I.,Martin A.,52,61,739,635,7,5,7,5,,,,,,,2,0,Completed,1.61,2.2,1.7,2.1,1.7,2.1,1.6,2,1.8,2.15
56,Palermo,Campionati Internazionali Di Sicilia,30/09/05,International,Outdoor,Clay,Quarterfinals,3,Seppi A.,Sanguinetti D.,76,46,485,784,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1,1.7,2.1,1.7,2.1,1.65,1.95,1.877,2.04
56,Palermo,Campionati Internazionali Di Sicilia,30/09/05,International,Outdoor,Clay,Quarterfinals,3,Behrend T.,Ferrero J.C.,84,20,466,1275,6,7,7,6,7,5,,,,,2,1,Completed,5,1.14,5,1.16,5.2,1.15,4,1.15,6.06,1.18
56,Palermo,Campionati Internazionali Di Sicilia,01/10/05,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Robredo T.,44,17,836,1350,6,4,6,2,,,,,,,2,0,Completed,1.72,2,1.72,2.08,1.7,2.1,1.8,1.8,1.813,2.13
56,Palermo,Campionati Internazionali Di Sicilia,01/10/05,International,Outdoor,Clay,Semifinals,3,Andreev I.,Seppi A.,52,76,739,485,6,2,6,4,,,,,,,2,0,Completed,1.72,2,1.7,2.1,1.7,2.1,1.7,1.9,1.769,2.2
56,Palermo,Campionati Internazionali Di Sicilia,01/10/05,International,Outdoor,Clay,Semifinals,3,Volandri F.,Behrend T.,44,84,836,466,6,4,6,2,,,,,,,2,0,Completed,1.14,5,1.16,5,,,,,,
56,Palermo,Campionati Internazionali Di Sicilia,02/10/05,International,Outdoor,Clay,The Final,3,Andreev I.,Volandri F.,52,44,739,836,0,6,6,1,6,3,,,,,2,1,Completed,2.37,1.53,2.6,1.48,2.6,1.45,2.2,1.5,2.59,1.592
