ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
27,Valencia,CAM Open Comunidad Valenciana,29/04/03,International,Outdoor,Clay,1st Round,3,Saretta F.,Zabaleta M.,80,36,6,1,6,3,,,,,,,2,0,Completed,2.375,1.533,2.25,1.6,2,1.55,2.25,1.571,2.4,1.4
27,Valencia,CAM Open Comunidad Valenciana,29/04/03,International,Outdoor,Clay,1st Round,3,Rochus C.,Montanes A.,134,91,3,6,7,6,6,2,,,,,2,1,Completed,2.375,1.533,2.5,1.5,1.9,1.6,2.375,1.533,2.28,1.43
27,Valencia,CAM Open Comunidad Valenciana,29/04/03,International,Outdoor,Clay,1st Round,3,Ferrero J.C.,Garcia-Lopez G.,3,334,6,4,6,4,,,,,,,2,0,Completed,1.03,10,1.02,11,1.03,5.5,1.02,13,1.01,9
27,Valencia,CAM Open Comunidad Valenciana,29/04/03,International,Outdoor,Clay,1st Round,3,Squillari F.,Safin M.,94,7,6,4,5,7,6,2,,,,,2,1,Completed,,,3,1.36,2.5,1.35,3.5,1.25,3.1,1.25
27,Valencia,CAM Open Comunidad Valenciana,29/04/03,International,Outdoor,Clay,1st Round,3,Calleri A.,Kunitsyn I.,28,145,6,4,6,0,,,,,,,2,0,Completed,1.083,7,,,1.05,5,1.083,7,1.05,6.1
27,Valencia,CAM Open Comunidad Valenciana,30/04/03,International,Outdoor,Clay,2nd Round,3,Saretta F.,Cermak F.,80,245,7,6,6,4,,,,,,,2,0,Completed,1.333,3.25,1.28,3.45,1.2,3.3,,,1.22,3.3
27,Valencia,CAM Open Comunidad Valenciana,30/04/03,International,Outdoor,Clay,2nd Round,3,Vicente F.,Dupuis A.,57,86,6,7,6,1,6,3,,,,,2,1,Completed,1.364,3,1.36,3,1.35,2.5,1.4,2.75,1.34,2.65
27,Valencia,CAM Open Comunidad Valenciana,30/04/03,International,Outdoor,Clay,2nd Round,3,Massu N.,Sanchez D.,89,48,6,4,6,3,,,,,,,2,0,Completed,1.909,1.8,1.85,1.9,1.9,1.6,1.727,2,1.8,1.7
27,Valencia,CAM Open Comunidad Valenciana,01/05/03,International,Outdoor,Clay,2nd Round,3,Sargsian S.,Squillari F.,75,94,7,5,3,6,6,3,,,,,2,1,Completed,2.1,1.667,2.15,1.65,1.8,1.7,2.1,1.667,2,1.56
27,Valencia,CAM Open Comunidad Valenciana,01/05/03,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Blanco G.,29,126,3,6,6,4,6,4,,,,,2,1,Completed,1.167,4.5,1.16,4.75,1.2,3.3,1.143,5,1.21,3.3
27,Valencia,CAM Open Comunidad Valenciana,01/05/03,International,Outdoor,Clay,2nd Round,3,Calleri A.,Hrbaty D.,28,58,6,1,5,7,6,2,,,,,2,1,Completed,1.4,2.75,1.42,2.75,1.4,2.3,1.4,2.75,1.34,2.65
27,Valencia,CAM Open Comunidad Valenciana,01/05/03,International,Outdoor,Clay,2nd Round,3,Ferrero J.C.,Portas A.,3,85,6,4,6,4,,,,,,,2,0,Completed,1.143,5,1.14,5.25,1.15,3.8,1.125,5.5,1.09,4.7
27,Valencia,CAM Open Comunidad Valenciana,01/05/03,International,Outdoor,Clay,2nd Round,3,Rochus C.,Hipfl M.,134,207,6,4,6,0,,,,,,,2,0,Completed,1.833,1.833,2,1.75,1.75,1.75,2,1.727,1.8,1.7
27,Valencia,CAM Open Comunidad Valenciana,02/05/03,International,Outdoor,Clay,Quarterfinals,3,Vicente F.,Massu N.,57,89,6,1,6,4,,,,,,,2,0,Completed,2,1.727,2,1.75,1.75,1.75,2.1,1.667,1.9,1.65
27,Valencia,CAM Open Comunidad Valenciana,02/05/03,International,Outdoor,Clay,Quarterfinals,3,Rochus C.,Sargsian S.,134,75,6,2,6,2,,,,,,,2,0,Completed,2.2,1.615,2.3,1.58,2.2,1.45,2.2,1.615,2.18,1.47
27,Valencia,CAM Open Comunidad Valenciana,02/05/03,International,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Calleri A.,3,28,6,3,6,4,,,,,,,2,0,Completed,1.364,3,1.33,3.15,1.3,2.7,1.333,3,1.23,3.2
27,Valencia,CAM Open Comunidad Valenciana,02/05/03,International,Outdoor,Clay,Quarterfinals,3,Saretta F.,Gaudio G.,80,29,3,6,7,6,6,3,,,,,2,1,Completed,3.75,1.25,3.3,1.3,3,1.25,3.5,1.25,3.45,1.2
27,Valencia,CAM Open Comunidad Valenciana,03/05/03,International,Outdoor,Clay,Semifinals,3,Rochus C.,Vicente F.,134,57,6,3,6,2,,,,,,,2,0,Completed,2.625,1.444,2.65,1.45,2.3,1.4,2.375,1.533,2.4,1.4
27,Valencia,CAM Open Comunidad Valenciana,03/05/03,International,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Saretta F.,3,80,7,6,6,2,,,,,,,2,0,Completed,1.143,5,1.16,4.75,1.15,3.8,1.1,6,1.11,4.5
27,Valencia,CAM Open Comunidad Valenciana,04/05/03,International,Outdoor,Clay,The Final,3,Ferrero J.C.,Rochus C.,3,134,6,2,6,4,,,,,,,2,0,Completed,1.083,7,1.08,7,1.1,4.5,1.083,7,1.07,5.4
